0.618,0.929,-4.816,0.0716,0.00661,0.000635,0.874,121.995,0
0.527,0.509,-10.893,0.0628,0.6,0,0.497,138.317,0
0.807,0.858,-4.191,0.0423,0.331,2.54e-05,0.375,102.058,0
0.898,0.51,-6.392,0.0386,0.0147,0,0.758,112.022,0
0.421,0.987,-4.862,0.0832,0.000351,0.0449,0.116,179.967,0
0.635,0.875,-6.221,0.0512,0.021,7.94e-06,0.545,126.034,0
0.66,0.115,-21.245,0.0431,0.944,0.0155,0.44,128.6,0
0.41,0.884,-3.224,0.0502,4.8e-05,0.395,0.0541,170.036,0
0.862,0.621,-7.865,0.0618,0.0543,0.0959,0.134,127.991,0
0.558,0.815,-5.352,0.067,0.0122,0,0.638,157.954,0
0.666,0.77,-5.607,0.0427,0.0253,0,0.156,123.99,0
0.621,0.783,-6.379,0.0373,0.0881,0.00226,0.874,148.074,0
0.672,0.758,-5.758,0.0689,0.0868,1.19e-05,0.554,110.046,0
0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.197,139.432,0
0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.444,127.963,0
0.698,0.843,-4.789,0.0544,0.00253,0.000454,0.894,105.83,0
0.599,0.641,-6.503,0.0388,0.253,1.63e-05,0.383,149.942,0
0.782,0.6,-6.532,0.0416,0.0162,1.81e-06,0.612,120.05,0
0.67,0.756,-4.299,0.0322,0.00549,0.599,0.402,129.988,0
0.668,0.478,-8.849,0.0447,0.669,0,0.678,143.155,0
0.664,0.666,-5.116,0.0275,0.00343,0.000104,0.364,96.992,0
0.583,0.829,-4.603,0.134,0.00864,0,0.575,174.028,0
0.464,0.464,-7.027,0.0752,0.609,0,0.335,180.235,0
0.512,0.768,-4.673,0.045,0.0213,3.2e-06,0.322,126.907,0
0.619,0.688,-6.556,0.0464,0.276,0.00124,0.793,96.652,0
0.647,0.664,-6.234,0.0622,0.0112,0,0.231,99.715,0
0.538,0.188,-20.584,0.0395,0.939,0.937,0.258,122.931,0
0.825,0.652,-3.183,0.0802,0.581,0,0.931,95.977,0
0.77,0.858,-7.086,0.0492,0.0106,0.685,0.76,109.883,0
0.828,0.422,-8.373,0.043,0.688,5.64e-06,0.663,127.953,0
0.588,0.874,-3.739,0.0807,0.0585,1.61e-05,0.33,127.773,0
0.794,0.713,-4.026,0.0872,0.158,0.07,0.717,134.983,0
0.58,0.846,-2.876,0.0573,0.00537,6.62e-06,0.366,129.998,0
0.759,0.751,-3.498,0.106,0.499,0,0.821,99.996,0
0.6,0.824,-6.11,0.0376,0.123,0.000311,0.244,129.887,0
0.668,0.638,-5.228,0.0533,0.00137,0.0116,0.126,130.015,0
0.671,0.777,-4.322,0.046,0.0057,0.0011,0.289,99.98,0
0.651,0.662,-4.34,0.0469,0.0727,0,0.933,89.979,0
0.847,0.69,-8.053,0.163,0.00373,9.28e-06,0.816,137.012,0
0.87,0.699,-5.541,0.0459,0.245,6.76e-06,0.726,126.967,0
0.691,0.838,-6.665,0.0421,0.102,0.743,0.568,117.504,0
0.44,0.635,-6.385,0.0326,0.129,0,0.327,128.133,0
0.533,0.264,-14.845,0.0465,0.762,0.084,0.198,135.048,0
0.59,0.355,-14.051,0.0352,0.48,0,0.499,133.03,0
0.555,0.23,-16.931,0.0455,0.926,0.935,0.813,138.433,0
0.638,0.658,-6.318,0.0456,0.245,3.77e-06,0.33,105.076,0
0.854,0.541,-7.223,0.0333,0.162,0,0.884,111.004,0
0.641,0.673,-10.72,0.0918,0.0302,0.000868,0.644,167.978,0
0.789,0.836,-3.175,0.171,0.257,3.06e-05,0.687,102.998,0
0.537,0.33,-13.283,0.0308,0.736,0.929,0.236,104.247,0
0.831,0.763,-5.393,0.0355,0.0489,0.102,0.607,126.017,0
0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.245,149.954,0
0.654,0.796,-4.761,0.122,0.0188,0,0.491,108.854,0
0.615,0.887,-2.924,0.0453,0.000527,0,0.877,119.0,0
0.61,0.113,-19.266,0.0746,0.806,0.00219,0.246,122.826,0
0.674,0.584,-8.204,0.0318,0.466,0.00195,0.96,98.293,0
0.623,0.65,-7.953,0.0274,0.245,0.000913,0.879,116.74,0
0.62,0.433,-8.962,0.441,0.762,0,0.619,100.0,0
0.448,0.162,-23.492,0.0456,0.991,0.905,0.0718,105.599,0
0.766,0.481,-7.833,0.0371,0.69,0.00328,0.544,129.802,0
0.537,0.786,-6.653,0.0802,0.13,0.385,0.736,109.388,0
0.736,0.868,-7.438,0.0347,2.65e-05,0.911,0.961,123.997,0
0.635,0.781,-6.045,0.0341,8.74e-05,0.00153,0.926,127.706,0
0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.937,124.631,0
0.516,0.942,-4.113,0.036,0.000182,0.464,0.964,95.996,0
0.406,0.361,-13.94,0.0363,0.768,0,0.837,143.05,0
0.605,0.56,-8.619,0.0792,0.039,0.000324,0.263,145.946,0
0.67,0.838,-4.031,0.0362,0.0604,0.000611,0.717,104.998,0
0.654,0.544,-7.367,0.269,0.174,1.15e-06,0.606,102.789,0
0.673,0.79,-5.762,0.0371,0.273,0,0.959,141.209,0
0.548,0.723,-6.002,0.0375,0.0969,1.28e-05,0.499,125.088,0
0.729,0.413,-15.291,0.0405,0.662,0,0.896,114.217,0
0.553,0.791,-4.975,0.0309,0.0382,0.000613,0.714,136.022,0
0.382,0.99,-1.885,0.0511,0.000262,0.00491,0.179,169.979,0
0.395,0.993,-4.646,0.0814,0.00193,0.583,0.123,175.961,0
0.443,0.99,-2.835,0.135,0.00013,0.791,0.376,169.953,0
0.442,0.0184,-31.713,0.0525,0.993,0.92,0.0673,101.239,0
0.582,0.371,-8.519,0.0525,0.748,9.19e-05,0.604,200.085,0
0.731,0.469,-7.226,0.0326,0.463,1.04e-06,0.631,98.963,0
0.331,0.784,-5.002,0.0561,3.12e-05,0,0.902,182.964,0
0.643,0.333,-13.536,0.0306,0.857,0.000252,0.19,115.857,0
0.688,0.702,-4.792,0.0499,0.0215,0,0.74,94.006,0
0.639,0.875,-8.231,0.0413,0.611,1.18e-05,0.873,93.242,0
0.571,0.815,-3.267,0.0321,0.0608,0,0.664,120.008,0
0.69,0.937,-6.289,0.0495,0.00469,0.00419,0.626,104.853,0
0.628,0.609,-10.635,0.0278,0.332,0,0.775,132.596,0
0.778,0.558,-6.848,0.0553,0.896,0,0.951,98.99,0
0.54,0.803,-5.194,0.0358,0.00403,0,0.501,144.997,0
0.427,0.09,-28.422,0.0349,0.98,0.847,0.516,78.284,0
0.405,0.679,-7.503,0.357,0.273,0,0.738,168.888,0
0.554,0.712,-4.306,0.0277,0.474,0,0.683,87.02,0
0.879,0.235,-8.608,0.0614,0.012,0.0131,0.687,100.002,0
0.386,0.995,-3.552,0.0858,0.000451,0.00267,0.188,176.107,0
0.807,0.659,-9.503,0.0825,0.0264,0.89,0.13,125.005,0
0.672,0.623,-5.699,0.0297,0.241,0,0.617,92.018,0
0.8,0.759,-5.398,0.0378,0.655,0,0.821,129.979,0
0.568,0.578,-5.589,0.0404,0.00694,0.000353,0.555,139.951,0
0.695,0.639,-6.897,0.153,0.107,0.000657,0.344,90.027,0
0.491,0.831,-5.321,0.0349,0.000285,7.88e-05,0.828,193.968,0
0.626,0.8,-3.988,0.035,0.0267,0.000138,0.258,127.966,0
0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.673,104.031,0
0.521,0.452,-5.722,0.0348,0.244,2.56e-06,0.135,135.649,0
0.595,0.77,-5.392,0.0359,0.0129,0.00254,0.755,133.961,0
0.771,0.424,-12.156,0.0374,0.595,0.000372,0.638,98.795,0
0.777,0.731,-5.551,0.11,0.233,4.93e-06,0.431,113.908,0
0.51,0.835,-4.673,0.0447,0.00791,0,0.435,140.024,0
0.648,0.75,-3.248,0.0335,0.0609,4.41e-06,0.556,105.03,0
0.67,0.848,-5.103,0.0537,0.00174,0.00168,0.457,124.029,0
0.669,0.801,-5.445,0.136,0.268,0,0.541,109.919,0
0.769,0.586,-8.36,0.112,0.301,0.00355,0.62,171.882,0
0.612,0.671,-4.448,0.0276,0.397,1.19e-06,0.7,149.986,0
0.708,0.325,-15.213,0.0552,0.949,0.971,0.93,132.155,0
0.574,0.667,-5.425,0.0301,0.206,0.352,0.546,88.299,0
0.513,0.992,-3.075,0.114,0.00236,0.0336,0.365,169.954,0
0.619,0.869,-4.805,0.0773,0.00427,1.93e-06,0.527,125.257,0
0.566,0.904,-1.001,0.0396,0.176,8.6e-05,0.509,119.711,0
0.439,0.986,-5.162,0.0925,0.00211,0.012,0.194,180.876,0
0.502,0.872,-8.088,0.068,0.0191,1.11e-06,0.719,168.145,0
0.47,0.792,-8.932,0.26,0.171,1.28e-06,0.214,170.085,0
0.905,0.82,-5.08,0.105,0.000674,0,0.79,93.003,0
0.203,0.0571,-18.704,0.0419,0.925,0.891,0.201,87.639,0
0.674,0.84,-3.879,0.0746,0.0338,0.000441,0.875,150.011,0
0.641,0.737,-4.213,0.0267,0.111,0,0.8,139.978,0
0.527,0.852,-8.029,0.0394,0.00114,0.423,0.498,123.167,0
0.486,0.638,-6.231,0.0323,0.000921,0,0.178,144.458,0
0.764,0.457,-11.351,0.0272,0.516,2.4e-05,0.764,95.996,0
0.524,0.163,-19.916,0.0416,0.945,0.961,0.626,104.393,0
0.771,0.75,-4.599,0.0419,0.0454,0.047,0.354,124.034,0
0.791,0.438,-7.677,0.0386,0.0909,0,0.899,124.966,0
0.439,0.132,-17.074,0.0555,0.942,0.313,0.169,112.543,0
0.827,0.658,-3.846,0.0517,0.0224,0,0.523,115.016,0
0.597,0.41,-8.293,0.074,0.723,0,0.0736,103.666,0
0.613,0.812,-10.562,0.136,0.207,1.65e-06,0.797,104.88,0
0.582,0.787,-5.923,0.0877,0.00777,0,0.368,130.953,0
0.139,0.247,-11.933,0.0394,0.838,0.268,0.257,75.43,0
0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.735,184.086,0
0.459,0.216,-11.208,0.0391,0.815,0,0.428,97.851,0
0.36,0.989,-5.13,0.175,0.00043,0.0094,0.131,175.125,0
0.586,0.749,-4.101,0.0315,0.0448,0,0.365,149.869,0
0.554,0.969,-3.225,0.0962,0.00185,0,0.495,154.938,0
0.778,0.738,-4.737,0.228,0.0575,0.138,0.351,124.029,0
0.639,0.617,-8.897,0.0329,0.21,0.00558,0.405,134.95,0
0.696,0.337,-6.8,0.0357,0.527,0,0.625,46.722,0
0.498,0.418,-6.294,0.0539,0.881,0,0.796,190.078,0
0.514,0.0727,-12.021,0.041,0.962,1.87e-06,0.47,82.643,0
0.344,0.532,-5.764,0.0275,0.198,1.92e-05,0.256,174.76,0
0.589,0.808,-6.578,0.0354,0.334,0.0512,0.736,155.599,0
0.821,0.676,-6.366,0.0547,0.187,0.0001,0.559,119.012,0
0.655,0.686,-5.701,0.028,0.371,1.13e-06,0.544,112.974,0
0.607,0.924,-5.684,0.0703,0.0668,0,0.778,134.975,0
0.907,0.61,-6.716,0.0886,0.407,3.06e-06,0.963,112.011,0
0.828,0.447,-8.298,0.036,0.463,1.13e-06,0.681,115.98,0
0.649,0.815,-3.796,0.0415,0.00125,4.31e-05,0.765,126.03,0
0.725,0.79,-4.502,0.0423,0.201,4.15e-05,0.697,128.989,0
0.677,0.486,-7.947,0.0305,0.253,0.688,0.061,108.042,0
0.564,0.945,-4.705,0.0493,0.0189,0,0.399,101.003,0
0.634,0.886,-5.424,0.0434,0.154,0,0.577,93.04,0
0.793,0.49,-5.857,0.0784,0.121,0,0.838,94.006,0
0.74,0.817,-4.35,0.0642,0.0224,0,0.47,118.029,0
0.546,0.85,-4.315,0.0322,0.0123,0,0.584,135.162,0
0.519,0.0674,-17.946,0.0538,0.905,5.66e-05,0.415,128.168,0
0.72,0.659,-4.727,0.0403,0.0588,0,0.567,105.955,0
0.833,0.539,-7.399,0.178,0.163,2.1e-06,0.385,99.947,0
0.779,0.913,-3.838,0.0743,0.0402,0.507,0.669,123.995,0
0.655,0.533,-12.173,0.03,0.125,0,0.515,116.055,0
0.759,0.747,-5.728,0.378,0.0317,0,0.52,138.052,0
0.55,0.929,-4.092,0.349,0.0118,0,0.787,82.402,0
0.556,0.61,-4.729,0.213,0.833,2.22e-06,0.665,199.373,0
0.32,0.917,-5.903,0.0771,0.0717,0,0.715,190.757,0
0.591,0.673,-2.445,0.0294,0.263,0,0.525,106.956,0
0.582,0.105,-20.133,0.0505,0.962,3.51e-05,0.589,122.962,0
0.551,0.794,-4.863,0.104,0.00119,0,0.334,135.947,0
0.689,0.368,-7.34,0.0263,0.588,0,0.738,104.057,0
0.86,0.0856,-19.587,0.0855,0.851,0.00495,0.426,97.81,0
0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.786,130.027,0
0.619,0.917,-5.188,0.043,0.215,0.00183,0.796,130.025,0
0.672,0.735,-4.733,0.0457,0.286,0,0.754,115.741,0
0.642,0.156,-16.998,0.0376,0.114,0.000103,0.658,119.743,0
0.677,0.847,-3.608,0.0396,0.0458,0,0.806,104.944,0
0.787,0.541,-10.437,0.0403,0.0825,0.000311,0.962,124.194,0
0.59,0.906,-2.892,0.0618,0.00633,0.00151,0.541,111.997,0
0.74,0.533,-6.155,0.0941,0.164,0,0.567,104.065,0
0.661,0.602,-5.934,0.0275,0.272,0,0.433,110.045,0
0.731,0.606,-8.092,0.0735,0.539,0,0.964,170.831,0
0.561,0.846,-4.48,0.0867,0.0634,0,0.75,116.168,0
0.75,0.76,-4.836,0.198,0.187,0,0.893,183.817,0
0.508,0.0631,-21.417,0.0501,0.981,0.158,0.336,119.241,0
0.719,0.512,-8.625,0.0434,0.741,2.05e-06,0.379,97.374,0
0.62,0.698,-4.154,0.0368,0.0203,0.000171,0.35,140.087,0
0.594,0.885,-8.089,0.272,0.789,0,0.822,116.152,0
0.532,0.831,-4.359,0.0456,0.0104,0.000183,0.764,93.948,0
0.934,0.49,-7.365,0.0364,0.101,0,0.791,105.011,0
0.685,0.792,-4.157,0.0443,0.223,0,0.736,126.002,0
0.77,0.51,-7.997,0.142,0.412,0.0672,0.907,164.043,0
0.763,0.387,-8.643,0.0278,0.239,0.00747,0.273,109.957,0
0.384,0.689,-5.598,0.197,0.0217,2.24e-06,0.702,179.823,0
0.704,0.705,-4.407,0.0553,0.0156,0.00252,0.613,109.973,0
0.617,0.84,-4.063,0.0512,0.36,8.85e-05,0.57,94.676,0
0.421,0.221,-21.429,0.0468,0.989,0.934,0.842,128.478,0
0.742,0.844,-6.441,0.111,0.0838,0,0.85,113.371,0
0.559,0.928,-3.04,0.0355,0.0746,5.56e-05,0.599,96.315,0
0.588,0.568,-9.766,0.0672,0.16,0,0.952,106.938,0
0.526,0.967,-4.47,0.122,4.05e-05,0.839,0.23,169.992,0
0.585,0.656,-6.434,0.0409,0.177,5.09e-05,0.377,76.498,0
0.731,0.75,-10.457,0.0321,0.0862,0.000388,0.639,135.406,0
0.495,0.386,-19.298,0.0381,0.936,0.889,0.818,125.54,0
0.366,0.564,-11.944,0.0453,0.808,0.239,0.201,120.028,0
0.567,0.644,-5.699,0.0278,0.0404,5.03e-06,0.212,140.038,0
0.553,0.304,-13.405,0.0485,0.985,0.904,0.794,77.466,0
0.694,0.788,-5.33,0.063,0.109,0,0.903,96.981,0
0.69,0.664,-8.216,0.0234,0.0675,1.78e-05,0.83,113.075,0
0.521,0.57,-7.722,0.0301,0.00914,0,0.156,104.872,0
0.689,0.711,-5.027,0.0455,0.00714,0.000499,0.566,115.048,0
0.819,0.957,-5.241,0.0659,0.00301,0.169,0.503,126.997,0
