0.557,0.876,2.0,-3.014,0.0,0.0368,0.00928,0.00416,0.368,140.012,4.0,1.0
0.557,0.876,2.0,-3.014,0.0,0.0368,0.00928,0.00416,0.368,140.012,4.0,1.0
0.613,0.874,0.0,-3.712,0.0,0.0335,0.00211,0.0,0.651,102.975,4.0,1.0
0.557,0.876,2.0,-3.014,0.0,0.0368,0.00928,0.00416,0.368,140.012,4.0,1.0
0.526,0.655,1.0,-4.208,0.0,0.326,0.0566,0.0,0.156,121.127,4.0,1.0
0.697,0.651,8.0,-5.212,1.0,0.111,0.581,3.72e-06,0.39,84.983,4.0,1.0
0.827,0.522,7.0,-4.866,1.0,0.0845,0.163,1.19e-06,0.477,151.99,4.0,1.0
0.827,0.522,7.0,-4.866,1.0,0.0845,0.163,1.19e-06,0.477,151.99,4.0,1.0
0.603,0.688,0.0,-5.732,1.0,0.244,0.0952,0.0,0.45,83.508,4.0,1.0
0.797,0.844,11.0,-5.482,1.0,0.275,0.0651,0.0,0.52,170.142,4.0,1.0
0.557,0.876,2.0,-3.014,0.0,0.0368,0.00928,0.00416,0.368,140.012,4.0,1.0
0.911,0.529,9.0,-7.996,0.0,0.328,0.201,0.0,0.76,105.067,4.0,1.0
0.557,0.876,2.0,-3.014,0.0,0.0368,0.00928,0.00416,0.368,140.012,4.0,1.0
0.819,0.601,11.0,-5.339,1.0,0.067,0.00208,0.0,0.448,130.057,4.0,1.0
0.749,0.573,2.0,-6.051,0.0,0.255,0.235,0.0,0.43,129.601,5.0,1.0
0.412,0.919,5.0,-7.291,1.0,0.184,0.0124,0.0601,0.572,166.367,4.0,1.0
0.557,0.876,2.0,-3.014,0.0,0.0368,0.00928,0.00416,0.368,140.012,4.0,1.0
0.797,0.844,11.0,-5.482,1.0,0.275,0.0651,0.0,0.52,170.142,4.0,1.0
0.736,0.622,6.0,-4.653,0.0,0.133,0.0235,0.0,0.506,191.971,4.0,1.0
0.412,0.919,5.0,-7.291,1.0,0.184,0.0124,0.0601,0.572,166.367,4.0,1.0
0.749,0.573,2.0,-6.051,0.0,0.255,0.235,0.0,0.43,129.601,5.0,1.0
0.827,0.522,7.0,-4.866,1.0,0.0845,0.163,1.19e-06,0.477,151.99,4.0,1.0
0.697,0.651,8.0,-5.212,1.0,0.111,0.581,3.72e-06,0.39,84.983,4.0,1.0
0.504,0.922,1.0,-3.482,1.0,0.14,8.82e-05,0.0,0.327,169.963,4.0,1.0
0.26,0.985,9.0,-3.704,1.0,0.063,8.36e-05,0.000122,0.292,103.54,4.0,1.0
0.911,0.529,9.0,-7.996,0.0,0.328,0.201,0.0,0.76,105.067,4.0,1.0
0.62,0.867,0.0,-6.178,0.0,0.0432,0.103,4.35e-06,0.434,95.99,4.0,1.0
0.798,0.675,6.0,-5.041,1.0,0.0442,0.0912,0.0,0.842,101.956,4.0,1.0
0.911,0.529,9.0,-7.996,0.0,0.328,0.201,0.0,0.76,105.067,4.0,1.0
0.697,0.651,8.0,-5.212,1.0,0.111,0.581,3.72e-06,0.39,84.983,4.0,1.0
0.95,0.59,8.0,-6.508,0.0,0.29,0.00534,0.0,0.219,130.003,4.0,1.0
0.819,0.601,11.0,-5.339,1.0,0.067,0.00208,0.0,0.448,130.057,4.0,1.0
0.26,0.985,9.0,-3.704,1.0,0.063,8.36e-05,0.000122,0.292,103.54,4.0,1.0
0.542,0.988,11.0,-2.535,1.0,0.177,6.63e-06,0.0184,0.219,127.971,4.0,1.0
0.516,0.906,1.0,-4.525,1.0,0.0658,2.86e-05,0.000101,0.728,116.775,4.0,1.0
0.79,0.677,7.0,-5.27,1.0,0.104,0.0151,1.06e-05,0.75,160.001,4.0,1.0
0.749,0.573,2.0,-6.051,0.0,0.255,0.235,0.0,0.43,129.601,5.0,1.0
0.613,0.874,0.0,-3.712,0.0,0.0335,0.00211,0.0,0.651,102.975,4.0,1.0
0.26,0.985,9.0,-3.704,1.0,0.063,8.36e-05,0.000122,0.292,103.54,4.0,1.0
0.736,0.622,6.0,-4.653,0.0,0.133,0.0235,0.0,0.506,191.971,4.0,1.0
0.645,0.862,11.0,-4.757,0.0,0.0965,0.0923,0.0,0.798,119.991,4.0,1.0
0.525,0.455,4.0,-10.622,0.0,0.0397,0.134,5.24e-05,0.132,121.784,3.0,1.0
0.53,0.988,7.0,-2.406,1.0,0.121,0.000285,0.0,0.521,101.28,3.0,1.0
